Timestamp,u1,w1,u2,w2,u3,w3,u4,w4 
%s,%f,%f,%f,%f,%f,%f,%f,%f 
"2004-08-13 17:04:11.3",-91.6046,177.2,17.3006,29.7115,-127.587,134.06,-179.086,133.868 
"2004-08-13 17:04:11.35",-67.3273,108.109,-48.958,57.3966,-72.9228,117.576,-172.956,65.8251 
"2004-08-13 17:04:11.4",15.8791,29.651,-115.035,87.4912,-35.3977,92.5019,-163.156,52.7589 
"2004-08-13 17:04:11.45",30.6088,-24.9125,-179.035,159.234,-14.9112,35.3272,-142.347,96.1516 
"2004-08-13 17:04:11.5",-119.088,28.8243,-175.255,171.575,51.5793,-2.81286,-119.38,72.8421 
"2004-08-13 17:04:11.55",-238.499,145.896,-142.488,117.051,112,-69.9183,-82.0167,-7.7631 
"2004-08-13 17:04:11.6",-280.48,164.346,-185.871,47.738,117.455,-89.6487,-49.3411,-74.4754 
"2004-08-13 17:04:11.65",-222.63,54.745,-255.85,-8.73097,52.9807,-63.0727,-68.9706,-64.9379 
"2004-08-13 17:04:11.7",-193.957,22.8356,-279.552,-17.8854,-38.9667,-17.351,-114.793,-4.00254 
"2004-08-13 17:04:11.75",-218.93,-9.04351,-257.584,-20.5168,-126.972,-11.3624,-166.181,100.688 
"2004-08-13 17:04:11.8",-182.08,-29.3889,-219.958,-4.58729,-193.069,0.443606,-194.521,144.857 
"2004-08-13 17:04:11.85",-85.5353,0.655327,-186.002,-38.382,-197.475,24.3076,-190.982,170.909 
"2004-08-13 17:04:11.9",79.5567,51.2062,-140.119,-61.9939,-122.788,28.5622,-164.709,184.197 
"2004-08-13 17:04:11.95",130.844,107.887,-112.898,-38.2005,-29.0461,-28.4513,-127.305,116.89 
"2004-08-13 17:04:12",29.9736,208.021,-135.713,42.2031,-18.0064,-112.303,-89.6588,55.4306 
"2004-08-13 17:04:12.05",-63.9498,258.905,-167.058,69.132,-58.4652,-108.744,-70.1401,30.7701 
"2004-08-13 17:04:12.1",-116.668,246.695,-158.599,107.574,-90.6972,-125.964,-78.2964,38.1098 
"2004-08-13 17:04:12.15",-155.353,159.063,-117.656,156.553,-92.9455,-111.99,-105.608,45.7721 
"2004-08-13 17:04:12.2",-91.1308,79.597,-64.9983,153.689,-77.7419,-94.851,-121.729,33.1595 
"2004-08-13 17:04:12.25",-2.00631,50.7425,-36.0127,133.062,-74.7678,-62.0242,-110.276,30.6794 
"2004-08-13 17:04:12.3",3.42786,46.871,-79.4861,76.7539,-80.3431,-10.6566,-90.1125,29.6208 
"2004-08-13 17:04:12.35",21.8375,-20.3958,-143.698,20.7285,-104.469,23.5615,-47.5767,0.483934 
"2004-08-13 17:04:12.4",11.1305,-156.21,-191.628,43.9069,-166.433,18.7827,-22.3315,-49.0991 
"2004-08-13 17:04:12.45",-85.5756,-196.235,-196.921,145.362,-196.366,-21.6056,-34.5811,-30.1249 
"2004-08-13 17:04:12.5",-192.031,-141.5,-173.853,185.226,-154.617,-48.343,-61.1168,-83.1862 
"2004-08-13 17:04:12.55",-300.19,-71.1685,-153.447,123.796,-107.312,-23.5817,-85.7571,-221.652 
"2004-08-13 17:04:12.6",-309.203,-6.84565,-144.847,79.4861,-73.6487,19.1456,-115.459,-188.149 
"2004-08-13 17:04:12.65",-237.128,41.7695,-159.617,45.9435,-30.4878,28.7336,-123.806,-30.135 
"2004-08-13 17:04:12.7",-154.425,92.5624,-178.289,36.6277,-25.4468,11.0801,-117.737,95.587 
"2004-08-13 17:04:12.75",-59.6952,133.626,-178.854,71.844,-38.1904,-22.0593,-99.5492,150.705 
"2004-08-13 17:04:12.8",-40.7311,195.66,-172.29,97.5328,-33.7544,13.2376,-63.2844,168.348 
"2004-08-13 17:04:12.85",-126.7,282.486,-162.188,82.2687,-28.5319,70.1301,-43.9371,169.135 
"2004-08-13 17:04:12.9",-145.825,263.089,-124.22,64.1212,-64.0506,67.2365,-51.6095,155.837 
"2004-08-13 17:04:12.95",-78.236,195.529,-82.3494,44.048,-103.431,46.3467,-72.217,118.644 
"2004-08-13 17:04:13",15.5867,217.77,-76.7942,14.1853,-139.333,41.1545,-93.2681,103.199 
"2004-08-13 17:04:13.05",-25.6283,260.548,-106.284,-16.7865,-174.992,26.0518,-65.6537,163.277 
"2004-08-13 17:04:13.1",-132.83,220.099,-149.707,-0.564589,-183.088,0.705737,-49.7141,170.597 
"2004-08-13 17:04:13.15",-187.413,132.235,-167.058,13.3888,-127.456,-11.1809,-63.6171,115.317 
"2004-08-13 17:04:13.2",-217.407,70.7148,-139.252,10.1828,-40.348,5.2527,-83.8113,26.2332 
"2004-08-13 17:04:13.25",-212.316,115.579,-81.9662,7.84375,66.4501,52.5672,-89.2857,-32.5647 
"2004-08-13 17:04:13.3",-273.009,182.04,-41.6283,24.0858,111.214,99.3374,-99.3777,-29.3989 
"2004-08-13 17:04:13.35",-274.168,143.768,-59.8565,74.7475,62.508,86.0897,-108.199,4.32515 
"2004-08-13 17:04:13.4",-213.294,77.0059,-81.4722,109.702,-43.9169,75.7154,-103.017,55.239 
"2004-08-13 17:04:13.45",-160.948,40.3883,-76.2497,112.424,-114.874,69.1722,-88.1464,51.4179 
"2004-08-13 17:04:13.5",-115.902,52.1035,-81.6536,77.3789,-134.594,75.6952,-80.5144,2.55073 
"2004-08-13 17:04:13.55",-64.0909,23.501,-110.952,41.1242,-103.975,63.3751,-67.2163,-42.1929 
"2004-08-13 17:04:13.6",-67.0348,38.8054,-159.859,3.21614,-62.9315,36.8898,-67.8918,-34.8533 
"2004-08-13 17:04:13.65",-106.677,86.6341,-194.259,4.51671,-121.679,54.3417,-97.3109,1.69377 
"2004-08-13 17:04:13.7",-68.9302,88.5295,-192.505,43.2919,-183.673,70.7147,-121.497,-60.1388 
"2004-08-13 17:04:13.75",-71.1079,54.5332,-151.511,93.2277,-204.845,39.7228,-169.82,-133.394 
"2004-08-13 17:04:13.8",-83.5289,31.8186,-109.339,103.229,-212.598,-9.80973,-191.557,-178.38 
"2004-08-13 17:04:13.85",-72.1363,4.96032,-99.0047,106.637,-224.444,-27.8362,-166.644,-281.75 
"2004-08-13 17:04:13.9",-56.8319,-11.201,-121.175,139.393,-225.231,0.483933,-124.441,-297.871 
"2004-08-13 17:04:13.95",-46.7903,-22.0694,-106.233,179.126,-200.258,-36.7285,-121.205,-206.619 
"2004-08-13 17:04:14",-103.037,6.41211,-77.8326,138.778,-156.996,-65.5125,-120.459,-45.6611 
"2004-08-13 17:04:14.05",-161.866,74.6064,-67.2566,108.583,-134.574,-20.6579,-99.3475,71.3196 
"2004-08-13 17:04:14.1",-125.349,84.5875,-67.055,39.2792,-100.487,19.9723,-77.8427,78.5081 
"2004-08-13 17:04:14.15",-108.109,81.6436,-38.886,-43.8262,-32.978,30.4878,-74.4551,23.6522 
"2004-08-13 17:04:14.2",-151.814,78.0746,-16.6352,-30.7701,20.8293,27.312,-82.7627,-36.9705 
"2004-08-13 17:04:14.25",-232.853,142.549,-17.7946,1.88532,17.4317,23.128,-101.112,-57.7393 
"2004-08-13 17:04:14.3",-177.2,174.125,-48.4034,-7.13801,-52.8193,23.249,-110.095,-6.40203 
"2004-08-13 17:04:14.35",-99.045,102.412,-93.3487,-43.4834,-89.5579,44.6328,-124.492,49.7745 
"2004-08-13 17:04:14.4",-75.7053,11.8866,-118.725,-53.8476,-108.865,65.8653,-138.163,96.9782 
"2004-08-13 17:04:14.45",-55.2692,-37.9585,-163.428,5.21236,-130.682,62.6693,-173.782,79.6675 
"2004-08-13 17:04:14.5",-0.100819,-68.9302,-216.157,49.462,-92.9958,87.6524,-169.276,-22.9364 
"2004-08-13 17:04:14.55",-39.37,-30.881,-232.651,40.9226,-74.7778,105.477,-162.511,-88.953 
"2004-08-13 17:04:14.6",-114.491,35.1356,-204.29,53.1822,-50.6517,104.318,-169.104,-44.1589 
"2004-08-13 17:04:14.65",-156.3,66.8634,-182.634,78.0746,-41.6082,115.368,-178.854,-9.60809 
"2004-08-13 17:04:14.7",-146.501,77.9939,-174.367,89.8704,-17.8753,129.039,-177.069,17.472 
"2004-08-13 17:04:14.75",-109.167,100.789,-191.305,57.0235,11.5942,130.813,-136.671,26.1626 
"2004-08-13 17:04:14.8",-53.2024,90.6064,-207.607,43.2011,-0.796473,120.671,-95.9196,-21.6963 
"2004-08-13 17:04:14.85",-27.2313,87.4205,-220.603,64.0304,-23.6623,73.8099,-83.7104,-40.8218 
"2004-08-13 17:04:14.9",-69.757,96.7362,-187.464,86.5434,-30.9415,35.9824,-87.4004,20.8595 
"2004-08-13 17:04:14.95",-185.891,138.475,-118.483,49.8653,-37.1217,8.86203,-92.3002,113.775 
"2004-08-13 17:04:15",-235.726,190.811,-77.0664,-17.0183,-22.8457,10.4247,-92.0179,149.041 
"2004-08-13 17:04:15.05",-220.754,188.905,-58.2837,-56.842,-11.3523,11.8866,-89.0135,153.114 
"2004-08-13 17:04:15.1",-215.501,137.558,-68.5874,-51.8111,-0.635162,2.91368,-93.3185,152.792 
"2004-08-13 17:04:15.15",-179.811,69.2327,-110.256,-17.4418,6.35162,-14.6289,-96.5951,111.849 
"2004-08-13 17:04:15.2",-89.2958,-8.13613,-148.467,35.68,-10.7373,-39.3297,-89.4369,74.7778 
"2004-08-13 17:04:15.25",-9.14432,-15.6169,-186.425,53.3032,-6.2508,-25.7997,-88.953,47.1936 
"2004-08-13 17:04:15.3",49.0083,41.6586,-200.106,40.1866,-7.0372,-16.6957,-89.7999,15.8992 
"2004-08-13 17:04:15.35",33.3107,91.3424,-182.564,16.4739,-17.4115,-10.8885,-82.2283,-4.37556 
"2004-08-13 17:04:15.4",-46.9415,129.351,-132.951,4.44614,-39.7733,-16.8368,-76.4413,-12.6327 
"2004-08-13 17:04:15.45",-125.813,197.304,-76.9756,-0.433523,-52.0833,-21.6358,-84.7085,-75.5238 
"2004-08-13 17:04:15.5",-171.433,198.513,-65.9561,26.3643,-35.7909,-13.1267,-96.3329,-154.052 
"2004-08-13 17:04:15.55",-128.777,152.419,-118.937,53.152,-20.5067,9.4367,-119.652,-114.45 
"2004-08-13 17:04:15.6",-42.566,116.416,-159.849,23.995,-21.0309,26.4147,-139.675,6.68433 
"2004-08-13 17:04:15.65",49.341,102.574,-143.698,-20.8394,-53.9485,28.1085,-137.659,89.8099 
"2004-08-13 17:04:15.7",128.494,76.3001,-127.335,-33.6132,-97.7545,9.80973,-120.429,126.468 
"2004-08-13 17:04:15.75",130.722,32.5445,-142.034,-5.31318,-109.107,5.60556,-111.99,129.271 
"2004-08-13 17:04:15.8",97.2101,-50.6819,-127.093,30.2962,-109.974,11.3422,-101.606,73.1949 
"2004-08-13 17:04:15.85",-3.70007,-93.5806,-103.673,64.7261,-125.238,10.6364,-93.4697,47.3448 
"2004-08-13 17:04:15.9",-57.094,-43.3221,-98.6316,93.7016,-124.189,-23.4607,-106.354,87.0676 
"2004-08-13 17:04:15.95",-81.079,15.7077,-80.2926,90.7677,-112.141,-57.8502,-122.566,174.831 
"2004-08-13 17:04:16",-163.438,47.1734,-83.2567,53.8376,-80.2119,-40.4387,-124.189,267.403 
"2004-08-13 17:04:16.05",-187.363,105.608,-83.4886,43.7355,-67.055,-23.1078,-140.583,221.682 
"2004-08-13 17:04:16.1",-178.914,92.1086,-107.252,50.7424,-33.5527,-24.4689,-143.395,82.7727 
"2004-08-13 17:04:16.15",-163.963,43.2112,-121.477,43.6246,-23.3296,-2.93384,-141.843,-39.6825 
"2004-08-13 17:04:16.2",-154.213,15.1632,-148.719,-6.94646,-61.4797,72.8824,-169.175,-151.521 
"2004-08-13 17:04:16.25",-109.772,3.47827,-228.991,-26.9692,-98.9038,157.49,-193.987,-176.081 
"2004-08-13 17:04:16.3",-79.4155,11.5237,-284.885,31.002,-104.086,207.789,-193.593,-136.489 
"2004-08-13 17:04:16.35",-57.7998,32.1513,-227.126,47.3549,-100.164,186.647,-169.911,-51.5389 
"2004-08-13 17:04:16.4",-65.9762,48.8369,-132.446,65.8149,-96.0002,146.571,-159.385,31.1129 
"2004-08-13 17:04:16.45",-99.4684,49.5931,-85.5554,121.921,-128.615,75.6448,-177.311,41.1041 
"2004-08-13 17:04:16.5",-61.7821,48.5445,-76.1287,113.704,-100.053,9.6585,-177.059,19.075 
"2004-08-13 17:04:16.55",-36.6882,57.0134,-87.0374,103.441,-84.6278,42.5155,-162.975,-21.6056 
"2004-08-13 17:04:16.6",-50.9239,78.8811,-148.588,69.2226,-77.2982,68.537,-140.3,-94.861 
"2004-08-13 17:04:16.65",-37.9182,30.1349,-179.035,37.8779,-78.6291,21.5149,-113.724,-142.024 
"2004-08-13 17:04:16.7",8.90235,-57.4671,-178.239,27.685,-110.69,2.14745,-108.169,-125.298 
"2004-08-13 17:04:16.75",16.736,-135.159,-155.282,-36.5269,-139.917,21.5653,-119.965,-84.7589 
"2004-08-13 17:04:16.8",35.6195,-142.206,-107.09,-45.6006,-128.494,61.6007,-120.731,-36.5067 
"2004-08-13 17:04:16.85",23.0171,-115.216,-100.315,11.3321,-123.423,73.0537,-128.756,-34.9743 
"2004-08-13 17:04:16.9",-55.37,-63.6171,-117.061,53.7771,-125.006,68.2245,-140.875,-75.5137 
"2004-08-13 17:04:16.95",-95.5466,-13.6308,-140.018,48.4135,-168.54,50.944,-148.084,-71.0575 
"2004-08-13 17:04:17",-128.192,17.1998,-144.726,3.17581,-178.208,42.8785,-162.38,-70.876 
"2004-08-13 17:04:17.05",-176.636,43.3624,-135.723,-59.9371,-172.159,18.944,-161.452,-80.3632 
"2004-08-13 17:04:17.1",-226.057,65.3814,-158.78,-77.2176,-164.87,4.6881,-163.206,-107.1 
"2004-08-13 17:04:17.15",-237.914,63.98,-209.896,-19.2263,-153.366,23.743,-155.413,-94.3871 
"2004-08-13 17:04:17.2",-201.578,63.0928,-199.36,-3.45811,-168.116,45.7317,-132.094,-27.7959 
"2004-08-13 17:04:17.25",-131.832,48.5346,-171.343,-0.524263,-168.964,37.6259,-131.338,29.8729 
"2004-08-13 17:04:17.3",-72.0861,64.2928,-132.588,39.2693,-155.444,20.6076,-140.724,48.9581 
"2004-08-13 17:04:17.35",-37.8276,60.9758,-64.9884,110.035,-135.461,-10.2635,-145.039,40.5497 
"2004-08-13 17:04:17.4",-30.7904,10.1727,-16.9478,161.453,-125.591,-37.8074,-144.021,23.8035 
"2004-08-13 17:04:17.45",-17.4721,-51.5189,-30.4375,118.826,-132.669,-57.1043,-130.138,13.6913 
"2004-08-13 17:04:17.5",9.75935,-71.8643,-80.5348,37.6864,-153.347,-63.0023,-109.389,15.7279 
"2004-08-13 17:04:17.55",34.3291,5.76689,-99.872,18.9944,-131.771,-102.443,-109.208,26.4753 
"2004-08-13 17:04:17.6",-60.4616,192.556,-139.676,111.86,-132.034,-87.9854,-127.325,-2.88344 
"2004-08-13 17:04:17.65",-141.541,278.888,-160.313,213.405,-136.127,-36.6782,-107.454,-38.3014 
"2004-08-13 17:04:17.7",-131.358,239.83,-111.9,182.413,-146.047,8.47894,-106.274,-44.4918 
"2004-08-13 17:04:17.75",-78.7906,95.4259,-62.4377,105.75,-126.206,16.5949,-108.401,5.79714 
"2004-08-13 17:04:17.8",-67.6299,14.7298,-27.7355,81.5833,-91.1713,-4.4159,-97.9968,-7.40017 
"2004-08-13 17:04:17.85",-82.0471,-52.6481,-54.7149,45.6814,-75.3426,-6.84566,-105.931,-90.4454 
"2004-08-13 17:04:17.9",-132.891,-45.5302,-77.5808,16.0807,-132.891,-14.4676,-102.645,-116.114 
"2004-08-13 17:04:17.95",-190.63,25.4872,-81.2506,-41.689,-195.167,2.0668,-82.2588,-119.895 
"2004-08-13 17:04:18",-172.956,92.8449,-95.6074,-41.2554,-216.178,12.4613,-83.8215,-129.231 
"2004-08-13 17:04:18.05",-105.326,163.388,-127.85,-1.58287,-185.498,7.62197,-121.619,-114.672 
"2004-08-13 17:04:18.1",-35.6599,207.598,-151.351,13.5199,-124.926,-1.3409,-166.998,-107.202 
"2004-08-13 17:04:18.15",24.348,219.011,-177.09,-8.66042,-90.9394,10.6566,-188.2,-42.0015 
"2004-08-13 17:04:18.2",50.0973,203.333,-179.671,-45.7722,-150.554,37.7772,-227.691,94.6798 
"2004-08-13 17:04:18.25",77.4598,191.043,-149.485,-116.386,-240.526,33.21,-268.836,203.999 
"2004-08-13 17:04:18.3",85.4347,157.309,-106.405,-114.511,-266.255,31.6675,-270.711,186.406 
"2004-08-13 17:04:18.35",-1.76435,69.3438,-66.8233,-80.1719,-240.485,35.6499,-249.942,36.9908 
"2004-08-13 17:04:18.4",-118.836,30.9617,-51.1459,-29.399,-168.803,37.9788,-220.553,-86.7655 
"2004-08-13 17:04:18.45",-213.798,3.36738,-61.1673,62.7401,-78.71,-40.9227,-202.053,-126.529 
"2004-08-13 17:04:18.5",-240.717,37.9788,-51.0047,95.2545,-49.3412,-112.716,-204.553,-96.3232 
"2004-08-13 17:04:18.55",-159.295,77.2884,-35.8112,0.856968,-84.7894,-79.819,-186.93,-62.9216 
"2004-08-13 17:04:18.6",-144.081,118.181,-55.5214,-93.1776,-120.943,-3.12541,-165.758,-10.7071 
"2004-08-13 17:04:18.65",-151.038,164.306,-89.6792,-79.1838,-124.391,34.4098,-149.536,26.8382 
"2004-08-13 17:04:18.7",-145.191,179.066,-115.59,1.89541,-137.357,11.2414,-139.968,41.3563 
"2004-08-13 17:04:18.75",-166.907,187.283,-142.539,44.9959,-195.237,9.7896,-116.85,36.4463 
"2004-08-13 17:04:18.8",-158.075,168.651,-125.954,9.51738,-179.62,54.8661,-90.5361,26.2434 
"2004-08-13 17:04:18.85",-106.526,140.109,-92.5929,-71.5518,-117.294,71.3602,-84.5676,33.6133 
